paper_id,title,abstract,authors,authorids,keywords,primary_area,venue,year,pdf_url,forum_url,author_ids,submission_date
yrPiUpkXQh,Probabilistic Modeling of Multi-rater Medical Image Segmentation for Diversity and Personalization,"Medical image segmentation is inherently influenced by data uncertainty, arising from ambiguous boundaries in medical scans and subjective variations among expert annotators. To address this challenge, previous works formulated the multi-rater medical image segmentation task, where multiple experts provide separate annotations for each image. However, existing models are typically constrained to either generating diverse segmentations that lack expert specificity or producing personalized outputs that merely replicate individual annotators. We propose Probabilistic modeling of multi-rater medical image Segmentation (ProSeg) that simultaneously enables both diversification and personalization. Extensive experiments on both the nasopharyngeal carcinoma dataset (NPC) and the lung nodule dataset (LIDC-IDRI) demonstrate that our ProSeg achieves a new state-of-the-art performance, providing segmentation results that are both diverse and expert-personalized.",,,probabilistic modeling,"applications to computer vision, audio, language, and other modalities",ICLR 2026 Conference Submission,2026,https://openreview.net/pdf?id=yrPiUpkXQh,https://openreview.net/forum?id=yrPiUpkXQh,,
zfAcPuIHkE,Logic Channel Validation and Enhancement of Zero-Shot Vision-Language Comprehension on Vision Language Models,"Frontier Large Vision-Language Models (LVLMs) exhibit remarkable capabilities in Visual-Language Comprehension (VLC) tasks, enabled by pretraining on vast visual-textual corpus. However, they are often deployed as zero-shot solution in a black-box manner, as retraining challenges remain due to data privacy or model inaccessibility. Validating and understanding the behavior of the models become important for generalization to new task. We propose a Logic Channel, in parallel with the black-box model channel, to perform explicit logic reasoning for validation and enhancement. The frontier LVLM, encapsulating latent vision-language knowledge, can be considered as an Implicit Logic Channel. The proposed Explicit Logic Channel, mimicking human logic reasoning, incorporates a Large Language Model (LLM), a Visual Foundation Model (VFM), and a logical reasoning module involving novel probabilistic inference for factual, counterfactual, relational, and causal condition reasoning over the extracted and grounded visual-textual facts. Cross-channel logic consistency analysis enables model validation and selection, even without ground-truth annotations. Additionally, cross-channel integration further improves performance in zero-shot tasks over SOTA models. Our experiments on three recent challenging VLC benchmarks, Neg- Bench, HC-RefCOCOg, and HC-RefLoCo, demonstrate the effectiveness of the proposed Logic Channel for logic-based model validation, selection and improvement on LVLM with enhanced explainability and trustworthiness.",,,"Vision-Language Model, Visual-Language Comprehension, logic reasoning, zero-shot",interpretability and explainable AI,ICLR 2026 Conference Submission,2026,https://openreview.net/pdf?id=zfAcPuIHkE,https://openreview.net/forum?id=zfAcPuIHkE,,
ZhXJNUEOr9,Sparling: Learning Latent Representations with Extremely Sparse Activations,"Real-world processes often contain intermediate state that can be modeled as an extremely sparse activation tensor. In this work, we analyze the identifiability of such sparse and local latent intermediate variables, which we call motifs.
We prove our Motif Identifiability Theorem, stating that under certain assumptions it is possible to precisely identify these motifs exclusively by reducing end-to-end error. Additionally, we provide the Sparling algorithm, which uses a new kind of informational bottleneck that enforces levels of activation sparsity unachievable using other techniques. We find that extreme sparsity is necessary to achieve good intermediate state modeling empirically. On our synthetic DigitCircle domain as well as the LaTeXOCR and AudioMNISTSequence domains, we are able to precisely localize the intermediate states up to feature permutation with >90% accuracy, even though we only train end-to-end.","Kavi Gupta, Osbert Bastani, Armando Solar-Lezama","~Kavi_Gupta1, ~Osbert_Bastani1, ~Armando_Solar-Lezama1","machine learning, sparsity, interpretability, optimization, identifiability",interpretability and explainable AI,Submitted to ICLR 2025,2025,https://openreview.net/pdf?id=ZhXJNUEOr9,https://openreview.net/forum?id=ZhXJNUEOr9,,
ZmhpqpKzAT,IGC-Net for conditional average potential outcome estimation over time,"Estimating potential outcomes for treatments over time based on observational data is important for personalized decision-making in medicine. However, many existing methods for this task fail to properly adjust for time-varying confounding and thus yield biased estimates. There are only a few neural methods with proper adjustments, but these have inherent limitations (e.g., division by propensity scores that are often close to zero), which result in poor performance. As a remedy, we introduce the iterative G-computation network (IGC-Net). Our IGC-Net is a novel, neural end-to-end model which adjusts for time-varying confounding in order to estimate conditional average potential outcomes (CAPOs) over time. Specifically, our IGC-Net is the first neural model to perform fully regression-based iterative G-computation for CAPOs in the time-varying setting. We evaluate the effectiveness of our IGC-Net across various experiments. In sum, this work represents a significant step towards personalized decision-making from electronic health records.",,,"causal inference, potential outcomes, treatment effects, healthcare",causal reasoning,ICLR 2026 Conference Submission,2026,https://openreview.net/pdf?id=ZmhpqpKzAT,https://openreview.net/forum?id=ZmhpqpKzAT,,
HCSgyPUfeDj,Learning and Evaluating Representations for Deep One-Class Classification,"We present a two-stage framework for deep one-class classification. We first learn self-supervised  representations from one-class data, and then build one-class classifiers on learned representations. The framework not only allows to learn better representations, but also permits building one-class classifiers that are faithful to the target task. We argue that classifiers inspired by the statistical perspective in generative or discriminative models are more effective than existing approaches, such as a normality score from a surrogate classifier. We thoroughly evaluate different self-supervised representation learning algorithms under the proposed framework for one-class classification. Moreover, we present a novel distribution-augmented contrastive learning that extends training distributions via data augmentation to obstruct the uniformity of contrastive representations. In experiments, we demonstrate state-of-the-art performance on visual domain one-class classification benchmarks, including novelty and anomaly detection. Finally, we present visual explanations, confirming that the decision-making process of deep one-class classifiers is intuitive to humans. The code is available at https://github.com/google-research/deep_representation_one_class.
","Kihyuk Sohn, Chun-Liang Li, Jinsung Yoon, Minho Jin, Tomas Pfister",,"deep one-class classification, self-supervised learning",,ICLR.cc/2021/Conference,2021,https://openreview.net/pdf?id=HCSgyPUfeDj,https://openreview.net/forum?id=HCSgyPUfeDj,"~Kihyuk_Sohn1, ~Chun-Liang_Li1, ~Jinsung_Yoon1, minhojin@google.com, ~Tomas_Pfister1",1.60E+12
a3OY2j9kJc-,MaSS: Multi-attribute Selective Suppression,"The recent rapid advances in the development and deployment of machine learning technologies largely depend on the vast richness of data available today, in terms of both the quantity and the rich content contained within. For example, biometric data such as images and voices could reveal people's attributes like age, gender, sentiment, and origin, whereas location/motion data could be used to infer people's activity levels, transportation modes, and life habits. Along with the new services and applications enabled by such technological advances, various governmental policies are put in place to regulate such data usage and protect people's privacy and rights. As a result, data owners often opt for simple data obfuscation (e.g., blur people's faces in images) or withholding data altogether, which leads to severe data quality degradation and greatly limits the data's potential utility.
Aiming for a sophisticated mechanism which gives data owners fine-grained control while retaining the maximal degree of data utility, we propose Multi-attribute Selective Suppression, or MaSS, a general framework for performing precisely targeted data surgery to simultaneously suppress any selected set of attributes while preserving the rest for downstream machine learning tasks. MaSS learns a data modifier through adversarial games between two sets of networks, where one is aimed at suppressing selected attributes, and the other ensures the retention of the rest of the attributes via general contrastive loss as well as explicit classification metrics. We carried out an extensive evaluation of our proposed method using multiple datasets from different domains including facial images, voice audio, and video clips, and obtained highly promising results in MaSS' generalizability and capability of drastically suppressing targeted attributes (e.g., reducing inference on such attributes to random guess) while imposing virtually no impact on the data's usability in other downstream ML tasks.","Chun-Fu Chen, Shaohan Hu, Zhonghao Shi, Prateek Gulati, Bill Moriarty, Marco Pistoia, Vincenzo Piuri, Pierangela Samarati",,"Multi-attribute, GAN, Attribute Suppression",,ICLR.cc/2023/Conference,2023,https://openreview.net/pdf?id=a3OY2j9kJc-,https://openreview.net/forum?id=a3OY2j9kJc-,"~Chun-Fu_Chen1, shaohan.hu@jpmchase.com, zhonghas@usc.edu, ~Prateek_Gulati1, william.r.moriarty@jpmchase.com, marco.pistoia@jpmchase.com, vincenzo.piuri@unimi.it, pierangela.samarat@unimi.it",1.66E+12
UP_GHHPw7rP,Nearly Minimax Optimal Offline Reinforcement Learning with Linear Function Approximation: Single-Agent MDP and Markov Game,"Offline reinforcement learning (RL) aims at learning an optimal strategy using a pre-collected dataset without further interactions with the environment. While various algorithms have been proposed for offline RL in the previous literature, the minimax optimality has only been (nearly) established for tabular Markov decision processes (MDPs). In this paper, we focus on offline RL with linear function approximation and propose a new pessimism-based algorithm for offline linear MDP. At the core of our algorithm is the uncertainty decomposition via a reference function, which is new in the literature of offline RL under linear function approximation. Theoretical analysis demonstrates that our algorithm can match the performance lower bound up to logarithmic factors. We also extend our techniques to the two-player zero-sum Markov games (MGs), and establish a new performance lower bound for MGs, which tightens the existing result, and verifies the nearly minimax optimality of the proposed algorithm. To the best of our knowledge, these are the first computationally efficient and nearly minimax optimal algorithms for offline single-agent MDPs and MGs with linear function approximation.","Wei Xiong, Han Zhong, Chengshuai Shi, Cong Shen, Liwei Wang, Tong Zhang",,RL theory,,ICLR.cc/2023/Conference,2023,https://openreview.net/pdf?id=UP_GHHPw7rP,https://openreview.net/forum?id=UP_GHHPw7rP,"~Wei_Xiong9, ~Han_Zhong1, ~Chengshuai_Shi1, ~Cong_Shen1, ~Liwei_Wang1, ~Tong_Zhang2",1.66E+12
HklCmaVtPS,UW-NET: AN INCEPTION-ATTENTION NETWORK FOR UNDERWATER IMAGE CLASSIFICATION,"The classification of images taken in special imaging environments except air is the first challenge in extending the applications of deep learning. We report on an UW-Net (Underwater Network), a new convolutional neural network (CNN) based network for underwater image classification. In this model, we simulate the visual correlation of background attention with image understanding for special environments, such as fog and underwater by constructing an inception-attention (I-A) module. The experimental results demonstrate that the proposed UW-Net achieves an accuracy of 99.3% on underwater image classification, which is significantly better than other image classification networks, such as AlexNet, InceptionV3, ResNet and Se-ResNet. Moreover, we demonstrate the proposed IA module can be used to boost the performance of the existing object recognition networks. By substituting the inception module with the I-A module, the Inception-ResnetV2 network achieves a 10.7% top1 error rate and a 0% top5 error rate on the subset of ILSVRC-2012, which further illustrates the function of the background attention in the image classifications.","Miao Yang and Ke Hu, Chongyi Li, Zhiqiang Wei",,"Underwater image, Convolutional neural network, Image classification, Inception module, Attention module",,ICLR.cc/2020/Conference,2020,https://openreview.net/pdf?id=HklCmaVtPS,https://openreview.net/forum?id=HklCmaVtPS,"lemonmiao@gmial.com, kexisibest@outlook.com, lichongyi@tju.edu.cn, weizhiqiang@ouc.edu.cn",1.57E+12
9OoFFWDPDQ,Delving into the Openness of CLIP,"Contrastive Language-Image Pre-training (CLIP) has demonstrated great potential in realizing open-vocabulary visual recognition in a matching style, due to its holistic use of natural language supervision that covers unconstrained real-world visual concepts. However, it is, in turn, also difficult to evaluate and analyze the openness of CLIP-like models, since they are in theory open to any vocabulary but the actual accuracy varies. To address the insufficiency of conventional studies on openness, we resort to an incremental perspective and define the extensibility, which essentially approximates the model's ability to deal with new visual concepts, by evaluating openness through vocabulary expansions. Our evaluation based on extensibility shows that CLIP-like models are hardly truly open and their performances degrade as the vocabulary expands to different degrees. Further analysis reveals that the over-estimation of openness is not because CLIP-like models fail to capture the general similarity of image and text features of novel visual concepts, but because of the confusion among competing text features, that is, they are not stable with respect to the vocabulary. In light of this, we propose to improve the openness of CLIP in feature space by enforcing the distinguishability of text features. Our method retrieves relevant texts from the pre-training corpus to enhance prompts for inference, which boosts the extensibility and stability of CLIP even without fine-tuning.","Shuhuai Ren, Lei Li, Xuancheng Ren, Guangxiang Zhao, Xu Sun",,"Contrastive Language-Image Pre-training, CLIP, Openness, Vision-and-Language",,ICLR.cc/2023/Conference,2023,https://openreview.net/pdf?id=9OoFFWDPDQ,https://openreview.net/forum?id=9OoFFWDPDQ,"~Shuhuai_Ren1, ~Lei_Li14, ~Xuancheng_Ren1, ~Guangxiang_Zhao3, ~Xu_Sun1",1.66E+12
6Wl7-M2BC-,An Adaptive Policy to Employ Sharpness-Aware Minimization,"Sharpness-aware minimization (SAM), which searches for flat minima by min-max optimization, has been shown to be useful in improving model generalization. However, since each SAM update requires computing two gradients, its computational cost and training time are both doubled compared to standard empirical risk minimization (ERM). Recent state-of-the-arts reduce the fraction of SAM updates and thus accelerate SAM by switching between SAM and ERM updates randomly or periodically. In this paper, we design an adaptive policy to employ SAM based on the loss landscape geometry. Two efficient algorithms, AE-SAM and AE-LookSAM, are proposed. We theoretically show that AE-SAM has the same convergence rate as SAM. Experimental results on various datasets and architectures demonstrate the efficiency and effectiveness of the adaptive policy.","Weisen Jiang, Hansi Yang, Yu Zhang, James Kwok",,"Sharpness-aware minimization, model generalization, loss landscape",,ICLR.cc/2023/Conference,2023,https://openreview.net/pdf?id=6Wl7-M2BC-,https://openreview.net/forum?id=6Wl7-M2BC-,"~Weisen_Jiang1, ~Hansi_Yang1, ~Yu_Zhang3, ~James_Kwok1",1.66E+12
ElI9znK_eUz,Diagnosing and exploiting the computational demands of videos games for deep reinforcement learning,"Humans learn by interacting with their environments and perceiving the outcomes of their actions. A landmark in artificial intelligence has been the development of deep reinforcement learning (dRL) algorithms capable of doing the same in video games, on par with or better than humans. However, it remains unclear whether the successes of dRL models reflect advances in visual representation learning, the effectiveness of reinforcement learning algorithms at discovering better policies, or both. To address this question, we introduce the Learning Challenge Diagnosticator (LCD), a tool that separately measures the perceptual and reinforcement learning demands of a task. We use LCD to discover a novel taxonomy of challenges in the Procgen benchmark, and demonstrate that these predictions are both highly reliable and can instruct algorithmic development. More broadly, the LCD reveals multiple failure cases that can occur when optimizing dRL algorithms over entire video game benchmarks like Procgen, and provides a pathway towards more efficient progress.","Lakshmi Narasimhan Govindarajan, Rex G Liu, Drew Linsley, Alekh Karkada Ashok, Max Reuter, Michael Frank, Thomas Serre",,"Cognitive Science, Deep Reinforcement Learning, Perceptual Grouping, Neuroscience",,ICLR.cc/2023/Conference,2023,https://openreview.net/pdf?id=ElI9znK_eUz,https://openreview.net/forum?id=ElI9znK_eUz,"~Lakshmi_Narasimhan_Govindarajan3, ~Rex_G_Liu1, ~Drew_Linsley1, ~Alekh_Karkada_Ashok1, ~Max_Reuter1, ~Michael_Frank2, ~Thomas_Serre1",1.66E+12
H7Edu1_IZgR,Transformers are Meta-Reinforcement Learners,"The transformer architecture and variants presented a remarkable success across many machine learning tasks in recent years. This success is intrinsically related to the capability of handling long sequences and the presence of context-dependent weights from the attention mechanism. We argue that these capabilities suit the central role of a Meta-Reinforcement Learning algorithm. Indeed, a meta-RL agent needs to infer the task from a sequence of trajectories. Furthermore, it requires a fast adaptation strategy to adapt its policy for a new task - which can be achieved using the self-attention mechanism. In this work, we present TrMRL (Transformers for Meta-Reinforcement Learning), a meta-RL agent that mimics the memory reinstatement mechanism using the transformer architecture. It associates the recent past of working memories to build an episodic memory recursively through the transformer layers. This memory works as a proxy to the current task, and we condition a policy head on it. We conducted experiments in high-dimensional continuous control environments for locomotion and dexterous manipulation. Results show that TrMRL achieves or surpasses state-of-the-art performance, sample efficiency, and out-of-distribution generalization in these environments.",Luckeciano Carvalho Melo,,"Reinforcement Learning, Meta-Reinforcement Learning, Transformers",,ICLR.cc/2022/Conference,2022,https://openreview.net/pdf?id=H7Edu1_IZgR,https://openreview.net/forum?id=H7Edu1_IZgR,~Luckeciano_Carvalho_Melo1,1.63E+12
3RhuF8foyPW,Single-shot General Hyper-parameter Optimization for Federated Learning,"We address the problem of hyper-parameter optimization (HPO) for federated learning (FL-HPO). We introduce Federated Loss SuRface Aggregation (FLoRA), a general FL-HPO solution framework that can address use cases of tabular data and any Machine Learning (ML) model including gradient boosting training algorithms, SVMs, neural networks, among others and thereby further expands the scope of FL-HPO. FLoRA enables single-shot FL-HPO: identifying a single set of good hyper-parameters that are subsequently used in a single FL training. Thus, it enables FL-HPO solutions with minimal additional communication overhead compared to FL training without HPO. Utilizing standard smoothness assumptions, we theoretically characterize the optimality gap of FLoRA for any convex and non-convex loss functions, which explicitly accounts for the heterogeneous nature of the parties' local data distributions, a dominant characteristic of FL systems. Our empirical evaluation of FLoRA for multiple FL algorithms on seven OpenML datasets demonstrates significant model accuracy improvements over the baselines, and robustness to increasing number of parties involved in FL-HPO training.","Yi Zhou, Parikshit Ram, Theodoros Salonidis, Nathalie Baracaldo, Horst Samulowitz, Heiko Ludwig",,"Federated Learning, Hyperparameter Optimization, Optimality Gap Analysis",,ICLR.cc/2023/Conference,2023,https://openreview.net/pdf?id=3RhuF8foyPW,https://openreview.net/forum?id=3RhuF8foyPW,"~Yi_Zhou13, ~Parikshit_Ram1, ~Theodoros_Salonidis1, ~Nathalie_Baracaldo1, ~Horst_Samulowitz1, ~Heiko_Ludwig1",1.66E+12
#NAME?,Task-Aware Information Routing from Common Representation Space in Lifelong Learning,"Intelligent systems deployed in the real world suffer from catastrophic forgetting when exposed to a sequence of tasks. Humans, on the other hand, acquire, consolidate, and transfer knowledge between tasks that rarely interfere with the consolidated knowledge.  Accompanied by self-regulated neurogenesis, continual learning in the brain is governed by the rich set of neurophysiological processes that harbor different types of knowledge which are then integrated by the conscious processing. Thus, inspired by Global Workspace Theory of conscious information access in the brain, we propose TAMiL, a continual learning method that entails task-attention modules to capture task-specific information from the common representation space. We employ simple, undercomplete autoencoders to create a communication bottleneck between the common representation space and the global workspace, allowing only the task-relevant information to the global workspace, thereby greatly reducing task interference. Experimental results show that our method outperforms state-of-the-art rehearsal-based and dynamic sparse approaches and bridges the gap between fixed capacity and parameter isolation approaches while being scalable. We also show that our method effectively mitigates catastrophic forgetting while being well-calibrated with reduced task-recency bias.","Prashant Shivaram Bhat, Bahram Zonooz, Elahe Arani",,"Continual learning, Lifelong learning, Representation learning, Global workspace theory, Task-specific attention",,ICLR.cc/2023/Conference,2023,https://openreview.net/pdf?id=-M0TNnyWFT5,https://openreview.net/forum?id=-M0TNnyWFT5,"~Prashant_Shivaram_Bhat1, ~Bahram_Zonooz1, ~Elahe_Arani1",1.66E+12
QcA9iGaLpH4,What do large networks memorize?,"The success of modern neural models has prompted renewed study of the connection between memorisation and generalisation: such models typically generalise well, despite being able to perfectly fit (""memorise"") completely random labels.
To more carefully study this issue, Feldman (2019); Feldman & Zhang (2020) provided a simple metric to quantify the degree of memorisation of a specific training example, and empirically quantified the corresponding memorisation profile of a ResNet model on image classification benchmarks.
While an exciting first glimpse into how real-world models memorise, these studies leave open several questions about memorisation of practical networks.
In particular, how is memorisation affected by increasing model size, and by distilling a large model into a smaller one?
We present a systematic empirical analysis of these questions.
On standard image classification benchmarks, we find that training examples exhibit a diverse set of memorisation trajectories across model sizes, with some samples having increased memorisation under larger models.
Further, we find that distillation tends to inhibit memorisation of the student model, while also improving generalisation.
Finally, we show that computationally tractable measures of memorisation do not capture the properties we identify for memorisation in the sense of Feldman (2019), despite highly correlating to the latter.","Michal Lukasik, Aditya Krishna Menon, Ankit Singh Rawat, Vaishnavh Nagarajan, Sanjiv Kumar",,"memorization, overparameterization, example difficulty",,ICLR.cc/2023/Conference,2023,https://openreview.net/pdf?id=QcA9iGaLpH4,https://openreview.net/forum?id=QcA9iGaLpH4,"~Michal_Lukasik1, ~Aditya_Krishna_Menon1, ~Ankit_Singh_Rawat1, ~Vaishnavh_Nagarajan3, ~Sanjiv_Kumar1",1.66E+12
SJl3h2EYvS,CLAREL: classification via retrieval loss for zero-shot learning,"We address the problem of learning fine-grained cross-modal representations. We propose an instance-based deep metric learning approach in joint visual and textual space. The key novelty of this paper is that it shows that using per-image semantic supervision leads to substantial improvement in zero-shot performance over using class-only supervision. On top of that, we provide a probabilistic justification for a metric rescaling approach that solves a very common problem in the generalized zero-shot learning setting, i.e., classifying test images from unseen classes as one of the classes seen during training. We evaluate our approach on two fine-grained zero-shot learning datasets: CUB and FLOWERS. We find that on the generalized zero-shot classification task CLAREL consistently outperforms the existing approaches on both datasets.","Boris N. Oreshkin, Negar Rostamzadeh, Pedro O. Pinheiro, Christopher Pal",,"zero-shot learning, representation learning, fine-grained classification",,ICLR.cc/2020/Conference,2020,https://openreview.net/pdf?id=SJl3h2EYvS,https://openreview.net/forum?id=SJl3h2EYvS,"boris@elementai.com, negar@elementai.com, pedro@elementai.com, christopher.pal@elementai.com",1.57E+12
R5sVzzXhW8n,Demystifying How Self-Supervised Features Improve Training from Noisy Labels,"The advancement of self-supervised learning (SSL) motivates researchers to apply SSL on other tasks such as learning with noisy labels. Recent literature indicates that methods built on SSL features can substantially improve the performance of learning with noisy labels. Nonetheless, the deeper reasons why (and how) SSL features benefit the training from noisy labels are less understood. In this paper, we study why and how self-supervised features help networks resist label noise using both theoretical analyses and numerical experiments. Our result shows that, given a quality encoder pre-trained from SSL, a simple linear layer trained by the cross-entropy loss is theoretically robust to symmetric label noise. Further, we provide insights for how knowledge distilled from SSL features can alleviate the over-fitting problem. We hope our work provides a better understanding for learning with noisy labels from the perspective of self-supervised learning and can potentially serve as a guideline for further research.","Hao Cheng, Zhaowei Zhu, Xing Sun, Yang Liu",,"Learning with noisy labels, Self-Supervised Learning",,ICLR.cc/2022/Conference,2022,https://openreview.net/pdf?id=R5sVzzXhW8n,https://openreview.net/forum?id=R5sVzzXhW8n,"~Hao_Cheng5, ~Zhaowei_Zhu1, ~Xing_Sun1, ~Yang_Liu3",1.63E+12
ywAjQw-spmY,Formal Specifications from Natural Language,"We study the generalization abilities of language models when translating natural language into formal specifications with complex semantics. In particular, we fine-tune language models on three datasets consisting of English sentences and their corresponding formal representation: 1) regular expressions (regex), frequently used in programming and search; 2) First-order logic (FOL), commonly used in software verification and theorem proving; and 3) linear-time temporal logic (LTL), which forms the basis for industrial hardware specification languages. Our experiments show that, in these diverse domains, the language models maintain their generalization capabilities from pre-trained knowledge of natural language to generalize, e.g., to new variable names or operator descriptions. Additionally, they achieve competitive performance, and even outperform the state-of-the-art for translating into regular expressions, with the benefits of being easy to access, efficient to fine-tune, and without a particular need for domain-specific reasoning.","Christopher Hahn, Frederik Schmitt, Julia Janice Tillman, Niklas Metzger, Julian Siber, Bernd Finkbeiner",,"language models, natural language, formal specifications, first-order logic, temporal logic, regular expressions",,ICLR.cc/2023/Conference,2023,https://openreview.net/pdf?id=ywAjQw-spmY,https://openreview.net/forum?id=ywAjQw-spmY,"~Christopher_Hahn1, ~Frederik_Schmitt1, ~Julia_Janice_Tillman1, ~Niklas_Metzger1, ~Julian_Siber1, ~Bernd_Finkbeiner1",1.66E+12
4RwkbKZhGV,A Time-Consistency Curriculum for Learning from Instance-Dependent Noisy Labels,"Many machine learning algorithms are known to be fragile on simple instance-independent noisy labels. However, noisy labels in real-world data are more devastating since they are produced by more complicated mechanisms in an instance-dependent manner. In this paper, we target this practical challenge of  \textit{Instance-Dependent Noisy Labels} by jointly training 
(1) a model reversely engineering the noise generating mechanism, which produces an \textit{instance-dependent mapping} between the clean label posterior and the observed noisy label; and (2) a robust classifier that produces clean label posteriors. Compared to previous methods, the former model is novel and enables end-to-end learning of the latter directly from noisy labels. An extensive empirical study indicates that the time-consistency of data is critical to the success of training both models and motivates us to develop a curriculum selecting training data based on their dynamics on the two models' outputs over the course of training. We show that the curriculum-selected data provide both clean labels and high-quality input-output pairs for training the two models. Therefore, it leads to promising and robust classification performance even in notably challenging settings of instance-dependent noisy labels where many SoTA methods could easily fail. Extensive experimental comparisons and ablation studies further demonstrate the advantages and significance of the time-consistency curriculum in learning from instance-dependent noisy labels on multiple benchmark datasets.","Songhua Wu, Tianyi Zhou, Yuxuan Du, Jun Yu, Bo Han, Tongliang Liu",,,,ICLR.cc/2023/Conference,2023,https://openreview.net/pdf?id=4RwkbKZhGV,https://openreview.net/forum?id=4RwkbKZhGV,"~Songhua_Wu1, ~Tianyi_Zhou1, ~Yuxuan_Du2, ~Jun_Yu3, ~Bo_Han1, ~Tongliang_Liu1",1.66E+12
Hklo5RNtwS,Behavior-Guided Reinforcement Learning,"We introduce a new approach for comparing reinforcement learning policies, using Wasserstein distances (WDs) in a newly defined latent behavioral space. We show that by utilizing the dual formulation of the WD, we can learn score functions over trajectories that can be in turn used to lead policy optimization towards (or away from) (un)desired behaviors. Combined with smoothed WDs, the dual formulation allows us to devise efficient algorithms that take stochastic gradient descent steps through WD regularizers. We incorporate these regularizers into two novel on-policy algorithms, Behavior-Guided Policy Gradient and Behavior-Guided Evolution Strategies, which we demonstrate can outperform existing methods in a variety of challenging environments. We also provide an open source demo.","Aldo Pacchiano, Jack Parker-Holder, Yunhao Tang, Anna Choromanska, Krzysztof Choromanski, Michael I. Jordan",,"Reinforcement Learning, Optimal Transport, Evolution Strategies",,ICLR.cc/2020/Conference,2020,https://openreview.net/pdf?id=Hklo5RNtwS,https://openreview.net/forum?id=Hklo5RNtwS,"pacchiano@berkeley.edu, jh3764@columbia.edu, yt2541@columbia.edu, achoroma@gmail.com, kchoro@google.com, jordan@cs.berkeley.edu",1.57E+12
_tfLpF9mFiq,No Pairs Left Behind: Improving Metric Learning with Regularized Triplet Objective,"We propose a novel formulation of the triplet objective function that improves metric learning without additional sample mining or overhead costs. Our approach aims to explicitly regularize the distance between the positive and negative samples in a triplet with respect to the anchor-negative distance. As an initial validation, we show that our method (called No Pairs Left Behind [NPLB]) improves upon the traditional and current state-of-the-art triplet objective formulations on standard benchmark datasets. To show the effectiveness and potentials of NPLB on real-world complex data, we evaluate our approach on a large-scale healthcare dataset (UK Biobank), demonstrating that the embeddings learned by our model significantly outperform all other current representations on tested downstream tasks. Additionally, we provide a new model-agnostic single-time health risk definition that, when used in tandem with the learned representations, achieves the most accurate prediction of a patient's future health complications. Our results indicate that NPLB is a simple, yet effective framework for improving existing deep metric learning models, showcasing the potential implications of deep metric learning in more complex applications, especially in the biological and healthcare domains.","A. Ali Heydari, Naghmeh Rezaei, Daniel McDuff, Javier L Prieto",,"Deep Metric Learning, Representation Learning, Machine Learning for Healthcare, Triplet Loss",,ICLR.cc/2023/Conference,2023,https://openreview.net/pdf?id=_tfLpF9mFiq,https://openreview.net/forum?id=_tfLpF9mFiq,"~A._Ali_Heydari1, ~Naghmeh_Rezaei1, ~Daniel_McDuff1, ~Javier_L_Prieto1",1.66E+12
zXM0b4hi5_B,On the relation between statistical learning and perceptual distances,"It has been demonstrated many times that the behavior of the human visual system is connected to the statistics of natural images. Since machine learning relies on the statistics of training data as well, the above connection has interesting implications when using perceptual distances (which mimic the behavior of the human visual system) as a loss function. In this paper, we aim to unravel the non-trivial relationships between the probability distribution of the data, perceptual distances, and unsupervised machine learning. To this end, we show that perceptual sensitivity is correlated with the probability of an image in its close neighborhood. We also explore the relation between distances induced by autoencoders and the probability distribution of the training data, as well as how these induced distances are correlated with human perception. Finally, we find perceptual distances do not always lead to noticeable gains in performance over Euclidean distance in common image processing tasks, except when data is scarce and the perceptual distance provides regularization. We propose this may be due to a double-counting effect of the image statistics, once in the perceptual distance and once in the training procedure.","Alexander Hepburn, Valero Laparra, Raul Santos-Rodriguez, Jona Ballé, Jesus Malo",,,,ICLR.cc/2022/Conference,2022,https://openreview.net/pdf?id=zXM0b4hi5_B,https://openreview.net/forum?id=zXM0b4hi5_B,"~Alexander_Hepburn2, ~Valero_Laparra1, ~Raul_Santos-Rodriguez1, ~Jona_Ballé1, ~Jesus_Malo1",1.63E+12
VGnOJhd5Q1q,Sparse Attention with Learning to Hash,"Transformer has become ubiquitous in sequence modeling tasks. As a key component of Transformer, self-attention does not scale to long sequences due to its quadratic time and space complexity with respect to the sequence length. To tackle this problem, recent work developed dynamic attention sparsification techniques based on Approximate Nearest Neighbor (ANN) methods, where similar queries and keys are allocated to the same hash bucket with high probability. However, the effectiveness of those ANN methods relies on the assumption that queries and keys should lie in the same space, which is not well justified. Besides, some of the ANN methods such as Locality-Sensitive Hashing (LSH) are randomized and cannot fully utilize the available real data distributions. To overcome these issues, this paper proposes a new strategy for sparse attention, namely LHA (Learning-to-Hash Attention), which directly learns separate parameterized hash functions for queries and keys, respectively. Another advantage of LHA is that it does not impose extra constraints for queries and keys, which makes it applicable to the wide range of pre-trained Transformer models. Our experiments on evaluation of the WikiText-103 dataset for language modeling, the GLUE benchmark for natural language understanding, and the Lang-Range-Arena benchmark for multiple tasks (text/image classification, retrieval, etc.) show the superior performance of LHA over other strong Transformer variants.","Zhiqing Sun, Yiming Yang, Shinjae Yoo",,"Sparse Attention, Transformer, Learning-to-Hash, Natural Language Processing",,ICLR.cc/2022/Conference,2022,https://openreview.net/pdf?id=VGnOJhd5Q1q,https://openreview.net/forum?id=VGnOJhd5Q1q,"~Zhiqing_Sun1, ~Yiming_Yang1, ~Shinjae_Yoo1",1.63E+12
