paper_id,title,abstract,authors,authorids,keywords,primary_area,venue,year,pdf_url,forum_url
gzYgsZgwXa,Path Choice Matters for Clear Attributions in Path Methods,"Rigorousness and clarity are both essential for interpretations of DNNs to engender human trust. Path methods are commonly employed to generate rigorous attributions that satisfy three axioms. However, the meaning of attributions remains ambiguous due to distinct path choices. To address the ambiguity, we introduce Concentration Principle, which centrally allocates high attributions to indispensable features, thereby endowing aesthetic and sparsity. We then present SAMP, a model-agnostic interpreter, which efficiently searches the near-optimal path from a pre-defined set of manipulation paths. Moreover, we propose the infinitesimal constraint (IC) and momentum strategy (MS) to improve the rigorousness and optimality. Visualizations show that SAMP can precisely reveal DNNs by pinpointing salient image pixels.
We also perform quantitative experiments and observe that our method significantly outperforms the counterparts.","Borui Zhang, Wenzhao Zheng, Jie Zhou, Jiwen Lu","~Borui_Zhang1, ~Wenzhao_Zheng1, ~Jie_Zhou3, ~Jiwen_Lu1","explainable AI, integrated gradient, attribution, path method",visualization or interpretation of learned representations,ICLR 2024 poster,2024,https://openreview.net/pdf?id=gzYgsZgwXa,https://openreview.net/forum?id=gzYgsZgwXa
ZuYvrjh2od,ReForm-Eval: Evaluating Large Vision Language Models via Unified Re-Formulation of Task-Oriented Benchmarks,"Recent years have witnessed remarkable progress in the development of large vision-language models (LVLMs). Benefiting from the strong language backbones and efficient cross-modal alignment strategies, LVLMs exhibit surprising capabilities to perceive visual signals and perform visually grounded reasoning. However, the capabilities of LVLMs have not been comprehensively and quantitatively evaluated, as most existing multi-modal benchmarks require task-oriented input-output formats, posing great challenges to automatically assess the free-form text output of LVLMs. To effectively leverage the annotations available in existing benchmarks and reduce the manual effort required for constructing new benchmarks, we propose to re-formulate existing benchmarks into unified LVLM-compatible formats. Through systematic data collection and reformulation, we present the ReForm-Eval benchmark, offering substantial data for evaluating various capabilities of LVLMs. Based on ReForm-Eval, we conduct extensive experiments, thoroughly analyze the strengths and weaknesses of existing LVLMs, and identify the underlying factors. Our benchmark and evaluation framework will be open-sourced as a cornerstone for advancing the development of LVLMs.","Zejun Li, Ye Wang, Mengfei Du, Qingwen Liu, Binhao Wu, Jiwen Zhang, Chengxing Zhou, Zhihao Fan, Jie Fu, Jingjing Chen, zhongyu wei","~Zejun_Li1, ~Ye_Wang24, ~Mengfei_Du1, ~Qingwen_Liu3, ~Binhao_Wu1, ~Jiwen_Zhang1, ~Chengxing_Zhou1, ~Zhihao_Fan1, ~Jie_Fu2, ~Jingjing_Chen3, ~zhongyu_wei1","Benchmarks, Large Vision-Language Model Evaluation, Multi-modal Large Language Model Evaluation",datasets and benchmarks,Submitted to ICLR 2024,2024,https://openreview.net/pdf?id=ZuYvrjh2od,https://openreview.net/forum?id=ZuYvrjh2od
E296x0YpML,Fooling the Textual Fooler via Randomizing Latent Representations,"Despite outstanding performance in a variety of NLP tasks, recent studies have revealed that NLP models are vulnerable to adversarial attacks that slightly perturb the input to cause the models to misbehave. Among these attacks, adversarial word-level perturbations are well-studied and effective attack strategies. These attacks involve querying the victim model many times to determine the most important words in an input text and to replace these words with their corresponding synonyms. Query-based attacks as such work in black-box settings, which can be detrimental to NLP applications that can be accessed publicly. In this work, we propose a lightweight and attack-agnostic defense whose main goal is to perplex the process of generating an adversarial example in these query-based black-box attacks; that is to fool the textual fooler. This defense, named AdvFooler, works by randomizing the latent representation of the input at inference time. Different from existing defenses, AdvFooler does not necessitate additional computational overhead during training nor relies on assumptions about the potential adversarial perturbation set while having a negligible impact on the model's accuracy. Our theoretical and empirical analyses highlight the significance of robustness resulting from confusing the adversary via randomizing the latent space, as well as the impact of randomization on clean accuracy. Finally, we empirically demonstrate the near state-of-the-art robustness of AdvFooler against representative adversarial word-level attacks on two benchmark datasets.","Duy Cao Hoang, Nguyen Hung-Quang, Saurav Manchanda, Minlong Peng, Kok-Seng Wong, Khoa D Doan","~Duy_Cao_Hoang1, ~Nguyen_Hung-Quang1, ~Saurav_Manchanda1, ~Minlong_Peng1, ~Kok-Seng_Wong1, ~Khoa_D_Doan1","NLP, Adversarial Defense, Robustbess","societal considerations including fairness, safety, privacy",Submitted to ICLR 2024,2024,https://openreview.net/pdf?id=E296x0YpML,https://openreview.net/forum?id=E296x0YpML
auUngos7eR,Implicit Maximum a Posteriori Filtering via Adaptive Optimization,"Bayesian filtering approximates the true underlying behavior of a time-varying system by inverting an explicit generative model to convert noisy measurements into state estimates. This process typically requires matrix storage, inversion, and multiplication or Monte Carlo estimation, none of which are practical in high-dimensional state spaces such as the weight spaces of artificial neural networks. Here, we consider the standard Bayesian filtering problem as optimization over a time-varying objective. Instead of maintaining matrices for the filtering equations or simulating particles, we specify an optimizer that defines the Bayesian filter implicitly. In the linear-Gaussian setting, we show that every Kalman filter has an equivalent formulation using K steps of gradient descent. In the nonlinear setting, our experiments demonstrate that our framework results in filters that are effective, robust, and scalable to high-dimensional systems, comparing well against the standard toolbox of Bayesian filtering solutions. We suggest that it is easier to fine-tune an optimizer than it is to specify the correct filtering equations, making our framework an attractive option for high-dimensional filtering problems.","Gianluca Bencomo, Jake Snell, Thomas L. Griffiths","~Gianluca_Bencomo1, ~Jake_Snell1, ~Thomas_L._Griffiths1","Bayesian filtering, optimization, neural networks","probabilistic methods (Bayesian methods, variational inference, sampling, UQ, etc.)",ICLR 2024 poster,2024,https://openreview.net/pdf?id=auUngos7eR,https://openreview.net/forum?id=auUngos7eR
8euJaTveKw,Prometheus: Inducing Fine-Grained Evaluation Capability in Language Models,"Recently, GPT-4 has become the de facto evaluator for long-form text generated by large language models (LLMs). However, for practitioners and researchers with large and custom evaluation tasks, GPT-4 is unreliable due to its closed-source nature, uncontrolled versioning, and prohibitive costs. In this work, we propose PROMETHEUS a fully open-source LLM that is on par with GPT-4’s evaluation capabilities when the appropriate reference materials (reference answer, score rubric) are accompanied. For this purpose, we construct a new dataset – FEEDBACK COLLECTION – that consists of 1K fine-grained score rubrics, 20K instructions, and 100K natural language feedback generated by GPT-4. Using the FEEDBACK COLLECTION, we train PROMETHEUS, a 13B evaluation-specific LLM that can assess any given response based on novel and unseen score rubrics and reference materials provided by the user. Our dataset’s versatility and diversity make our model generalize to challenging real-world criteria, such as prioritizing conciseness, child-readability, or varying levels of formality. We show that PROMETHEUS shows a stronger correlation with GPT-4 evaluation compared to ChatGPT on seven evaluation benchmarks (Two Feedback Collection testsets, MT Bench, Vicuna Bench, Flask Eval, MT Bench Human Judgment, and HHH Alignment), showing the efficacy of our model and dataset design. During human evaluation with hand-crafted score rubrics, PROMETHEUS shows a Pearson correlation of 0.897 with human evaluators, which is on par with GPT-4-0613 (0.882), and greatly outperforms ChatGPT (0.392). Remarkably, when assessing the quality of the generated feedback, PROMETHEUS demonstrates a win rate of 58.62% when compared to GPT-4 evaluation and a win rate of 79.57% when compared to ChatGPT evaluation. Our findings suggests that by adding reference materials and training on GPT-4 feedback, we can obtain effective open-source evaluator LMs.","Seungone Kim, Jamin Shin, Yejin Cho, Joel Jang, Shayne Longpre, Hwaran Lee, Sangdoo Yun, Seongjin Shin, Sungdong Kim, James Thorne, Minjoon Seo","~Seungone_Kim1, ~Jamin_Shin1, ~Yejin_Cho2, ~Joel_Jang1, ~Shayne_Longpre1, ~Hwaran_Lee1, ~Sangdoo_Yun1, ~Seongjin_Shin1, ~Sungdong_Kim1, ~James_Thorne1, ~Minjoon_Seo1","automatic evaluation, large language models, llm-as-a-judge",datasets and benchmarks,ICLR 2024 poster,2024,https://openreview.net/pdf?id=8euJaTveKw,https://openreview.net/forum?id=8euJaTveKw
HeNuL50C60,CARD: Certifiable Reweighting for Single Domain Generalization Object Detection,"Single Domain Generalization Object Detection (S-DGOD) is a challenging yet practical task, where we only have access to data from one specific source domain to train an object detection network, but have to generalize to numerous unseen target domains. Recent works point out that the learning dynamics of Deep Neural Networks (DNNs) are biased by gradient descent to learn simple semantics, which are usually non-causal and spuriously correlated to the ground truth labels, as a result, DNN-based object detection networks fail to consistently generalize well in the Out-of-Domain (OoD) scenario. In this paper, we focus on S-DGOD based on theoretical analysis, exploring a classic and widely-used approach, Generalizable Reweighting (GRW), which iteratively reweightes the training samples to improve generalization performance. In our theoretical analysis, we first identify that the vanilla GRW hardly outperforms Empirical Risk Minimization (ERM) in the S-DGOD scenario. To provide a generalization guarantee, we further derive Certifiable Feature Perturbation (CFP) based on our theory, which aims to train a robust object detection network against additional perturbations added to the extracted features. We demonstrate that GRW works well with CFP in achieving OoD generalization, thus, surpassing ERM by a large margin under worse conditions. This brand new reweighting strategy is named Certifiable Reweighting (CARD). Our extensive experiments show that the proposed CARD achieves SOTA performance compared to baseline methods on the five urban-scene S-DGOD benchmarks.","Fan Wu, Xue Zhao, Jinling Gao, Nanyang Ye","~Fan_Wu14, ~Xue_Zhao4, ~Jinling_Gao1, ~Nanyang_Ye1","single domain generalization, object detection","representation learning for computer vision, audio, language, and other modalities",ICLR 2024 Conference Withdrawn Submission,2024,https://openreview.net/pdf?id=HeNuL50C60,https://openreview.net/forum?id=HeNuL50C60
UHIKtKzTj7,PAPM: A Physics-aware Proxy Model for Process Systems,"Process systems, which play a fundamental role in various scientific and engineering fields, often rely on computational models to capture their complex temporal-spatial dynamics. However, due to limited insights into the intricate physical principles, these models can be imprecise or inapplicable, coupled with a significant computational demand exacerbating inefficiencies. To address these challenges, we propose a physics-aware proxy model (PAPM) to explicitly incorporate partial prior mechanistic knowledge, including conservation and constitutive relations. Additionally, to enhance the inductive biases about strict physical laws and broaden the applicability scope, we introduce a holistic temporal and spatial stepping method (TSSM) aligned with the distinct equation characteristics of different process systems, resulting in better out-of-sample generalization. We systematically compare state-of-the-art pure data-driven models and physics-aware models, spanning five two-dimensional non-trivial benchmarks in nine generalization tasks. Notably, PAPM achieves an average absolute performance improvement of 6.4%, while requiring fewer FLOPs, and only 1% of the parameters compared to the prior leading method, PPNN. Through such analysis, the structural design and specialized spatio-temporal modeling schemes (i.e., TSSM) of PAPM exhibit not only the most balanced trade-off between accuracy and computational efficiency among all methods evaluated, but also an impressive out-of-sample generalization.","Pengwei Liu, Zhongkai Hao, Xingyu Ren, Hangjie Yuan, Dong Ni","~Pengwei_Liu1, ~Zhongkai_Hao1, ~Xingyu_Ren2, ~Hangjie_Yuan1, ~Dong_Ni3","Process systems modeling, Physics-informed machine learning, Temporal-spatial stepping method, Out-of-sample generalizability.","neurosymbolic & hybrid AI systems (physics-informed, logic & formal reasoning, etc.)",ICLR 2024 Conference Withdrawn Submission,2024,https://openreview.net/pdf?id=UHIKtKzTj7,https://openreview.net/forum?id=UHIKtKzTj7
likXVjmh3E,The Expressive Power of Low-Rank Adaptation,"*Low-Rank Adaptation* (LoRA), a parameter-efficient fine-tuning method that leverages low-rank adaptation of weight matrices, has emerged as a prevalent technique for fine-tuning pre-trained models such as large language models and diffusion models.
Despite its huge success in practice, the theoretical underpinnings of LoRA have largely remained unexplored. 
This paper takes the first step to bridge this gap by theoretically analyzing the expressive power of LoRA. 
We prove that, for fully connected neural networks, LoRA can adapt any model $f$ to accurately represent any smaller target model $\bar{f}$ if LoRA-rank $\geq(\text{width of }f) \times \frac{\text{depth of }\bar{f}}{\text{depth of }f}$, under a mild assumption. 
We also quantify the approximation error when the LoRA-rank is lower than the threshold. 
For Transformer networks, we show any model can be adapted to a target model of the same size with rank-$(\frac{\text{embedding size}}{2})$ LoRA adapters.
All our theoretical insights are validated by numerical experiments.","Yuchen Zeng, Kangwook Lee","~Yuchen_Zeng1, ~Kangwook_Lee1","LoRA, expressive power, parameter-efficient fine-tuning, adaptation, neural networks, transformer",learning theory,ICLR 2024 poster,2024,https://openreview.net/pdf?id=likXVjmh3E,https://openreview.net/forum?id=likXVjmh3E
1GdAJ3GsOw,DISTPAR:TENSOR PARTITIONING FOR DISTRIBUTED NEURAL NETWORK COMPUTING,"Existing distributed training systems suffer from the difficulties of adapting to diverse model architectures and balancing the trade-off between computational and communication costs. We introduce Distributed Partitioning (DistPar), a framework that allows users to develop parallel models with the ease of writing single-device programs. We establish the basic properties of tensor partitioning, which significantly expand the search space for optimal parallel strategies. The process of distributing global tensors from a single-device perspective is driven by the innovative use of collective communication primitives and their extensions which represent conversions between arbitrary tensor distribution properties. To further address the challenge of parallel scheme optimization, we carry out a cost function that considers both computational and communication costs. Guided by the cost function, the best-performing parallel scheme is automatically selected with configurable parameters, thus simplifying the process of developing parallel models. We demonstrate state-of-the-art results on extensive experiments. Moreover, DistPar reaches 50% higher throughput in large-scale face recognition tasks and a 20% improvement in language modeling tasks compared to data parallelism provided by PyTorch. This performance improvement aligns with the expected speedup and is particularly notable as the number of computing devices increases. The code will be released at https://github.com/DistPar.","Hongsheng Wang, Jinhui Yuan, Shun Liu, Weijie Xia, Xinyi Zhou, Shengyu Zhang, Fei Wu, Mohamed Jaward Bah, Feng Lin","~Hongsheng_Wang1, ~Jinhui_Yuan1, ~Shun_Liu1, ~Weijie_Xia1, ~Xinyi_Zhou5, ~Shengyu_Zhang2, ~Fei_Wu1, ~Mohamed_Jaward_Bah1, ~Feng_Lin10","Deep Learning Framework, Tensor Partitioning, Parallel Computation","infrastructure, software libraries, hardware, etc.",ICLR 2024 Conference Withdrawn Submission,2024,https://openreview.net/pdf?id=1GdAJ3GsOw,https://openreview.net/forum?id=1GdAJ3GsOw
jolYuxpVn1,FacTool: Factuality Detection in Generative AI - A Tool Augmented Framework for Multi-Task and Multi-Domain Scenarios,"The emergence of generative pre-trained models has facilitated the synthesis of high-quality text but has also posed challenges in identifying factual errors in the generated text. In particular: (1) A wider range of tasks now face an increasing risk of containing factual errors when handled by generative models. (2) The content generated by these models tends to be lengthy and lacks clearly defined granularity for individual facts. (3) There is a scarcity of explicit evidence available during the process of fact checking. With the above challenges in mind, in this paper, we propose FacTool, a tool augmented multi-task and multi-domain framework for detecting factual errors of texts generated by large language models (e.g., ChatGPT). Experiments on four different tasks (knowledge-based QA, code generation, mathematical reasoning, and scientific literature review) show the efficacy of the proposed method.","I-Chun Chern, Steffi Chern, Shiqi Chen, Weizhe Yuan, Kehua Feng, Chunting Zhou, Junxian He, Graham Neubig, Pengfei Liu","~I-Chun_Chern1, ~Steffi_Chern1, ~Shiqi_Chen3, ~Weizhe_Yuan1, ~Kehua_Feng1, ~Chunting_Zhou1, ~Junxian_He1, ~Graham_Neubig1, ~Pengfei_Liu1","Factuality, LLM","general machine learning (i.e., none of the above)",Submitted to ICLR 2024,2024,https://openreview.net/pdf?id=jolYuxpVn1,https://openreview.net/forum?id=jolYuxpVn1
MK7TEe7SJ3,USTAM: UNIFIED SPATIO-TEMPORAL ATTENTION MIXFORMER FOR VISUAL OBJECT TRACKING,"In this paper, we present a unified spatio-temporal attention MixFormer framework for visual object tracking. Within the vision transformer framework, we design a cohesive network consisting of target template and search region feature extraction, cross-attention utilizing spatial and temporal information, and task-specific heads, all operating in an end-to-end manner. Incorporating spatial and temporal attention modules within the network enables simultaneous feature extraction and emphasis, allowing the model to concentrate on target-specific discriminative features despite changes in illumination, occlusion, scale, camera pose, and background clutter. Stacking multiple non-hierarchical blocks allows meaningful features to be extracted while irrelevant features are discarded from the provided target template and search region. The simultaneous spatio-temporal attention module is employed to accentuate target appearance features and alleviate variation in the object state across frame sequences. Qualitative and quantitative analysis, including ablation tests based on various tracking benchmarks, validates the robustness of the proposed tracking methodology.","Minho Park, Jinjoo Song, Gangjoon Yoon, Sang Min Yoon","~Minho_Park4, ~Jinjoo_Song1, ~Gangjoon_Yoon1, ~Sang_Min_Yoon1","Visual object tracking, Spartiotemporal attention","representation learning for computer vision, audio, language, and other modalities",Submitted to ICLR 2024,2024,https://openreview.net/pdf?id=MK7TEe7SJ3,https://openreview.net/forum?id=MK7TEe7SJ3
HDbKLu0bkn,Heterogeneity of Regularization between adjacent periods,"Since the inception of deep learning, regularization techniques have been developed for the purpose of preventing the overfitting phenomenon. Regularization is typically accomplished in two ways: incorporating randomness (e.g., injecting noise into data, activating nodes, or using dropout) or heterogeneity (e.g., data augmentation). These approaches are known to lead to better generalization and, consequently, improved performance. In the case of introducing heterogeneity by adjusting the hyperparameter during the training process, such as the drop rate of dropout, experiments have shown that tuning hyperparameters after a period, which consists of a certain number of forward propagations, is more effective than either uniformly sustaining hyperparameters or tuning them during every propagation. Therefore, this paper proposes a novel regularization technique named Periodic Regularization that introduces periodicity into the dynamic hyperparameter tuning of other regularization methods. Furthermore, this paper suggests combining Periodic Regularization and other learning techniques such as Reinforcement Learning and Transfer Learning. This approach, particularly when combining dropout and reinforcement learning, shows significant improvement in empirical testing across various popular datasets. This is notably evident in Facial Expression Recognition (FER) tasks, where conventional methods, such as noise injection and dropout, have proven ineffective. Our proposed periodic regularization method not only can fill the research gap found in traditional regularization techniques but also can be a cornerstone for further research where the concept of periodic regularization is combined with diverse vanilla regularization techniques and learning techniques.","SangHwa Hong, Bongseok Kim, Min Kyu Sim","~SangHwa_Hong1, ~Bongseok_Kim1, ~Min_Kyu_Sim1","Regularization, Heterogeneity, Periodic Regularization, Reinforcement Learning, Transfer Learning","representation learning for computer vision, audio, language, and other modalities",ICLR 2024 Conference Withdrawn Submission,2024,https://openreview.net/pdf?id=HDbKLu0bkn,https://openreview.net/forum?id=HDbKLu0bkn
xmQuUqSynb,Rethinking Adversarial Robustness in the Context of the Right to be Forgotten,"The past few years have seen an intense research interest in the practical needs of the ""right to be forgotten"", which enables machine learning models to unlearn a fraction of training data and its lineage. As a result of this growing interest, numerous machine unlearning methods have been proposed and developed to address this important aspect of data privacy. While existing machine unlearning methods prioritize the protection of individuals' private and sensitive data, they overlook investigating the unlearned models' susceptibility to adversarial attacks and security breaches. In this work, we uncover a novel security vulnerability of machine unlearning based on the insight that the adversarial vulnerabilities can be bolstered especially for adversarial robust models. To exploit this observed vulnerability, we propose a novel attack called Adversarial Unlearning Attack (AdvUA), which aims to generate a small fraction of malicious unlearning requests during the unlearning process. AdvUA causes a significant reduction of adversarial robustness in the unlearned model compared to the original model, providing an entirely new capability for adversaries that is infeasible in conventional machine learning pipelines. Notably, we also show that AdvUA can effectively enhance model stealing attacks by extracting additional decision boundary information, further emphasizing the breadth and significance of our research. Extensive numerical studies are conducted to demonstrate the effectiveness of the proposed attack. Our code is available in the supplementary material.","CHENXU ZHAO, Wei Qian, Yangyi Li, Wang Li, Mengdi Huai","~CHENXU_ZHAO2, ~Wei_Qian5, ~Yangyi_Li1, ~Wang_Li6, ~Mengdi_Huai1","Adversarial robustness, Machine unlearning, Model stealing attack","societal considerations including fairness, safety, privacy",Submitted to ICLR 2024,2024,https://openreview.net/pdf?id=xmQuUqSynb,https://openreview.net/forum?id=xmQuUqSynb
VqEE9i6jhE,Tensor methods to learn the Green's function to solve high-dimensional PDE,"The method of Green's function plays an important role in solving PDEs. Recently deep learning models have been used to  explicitly learn the Green's function to  parameterize solutions of PDEs. DecGreenNet uses  low-rank decomposition of the Green's function to obtain computational efficiency by separated learning from training data and Monte-Carlo samples. However, learning from a large number of Monte-Carlo samples for a high-dimensional PDE can lead to slow training and large memory requirements. As a solution we investigate on learning the Green's function by using tensor product grids generated by  random  partitions of dimensions. We propose DecGreenNet-TT by applying tensor-train structured low-rank decomposition to the Green's function and replace its components with  neural networks  that learn from partitions of  each dimensions instead of all grid elements. We further propose  DecGreenNet-TT-C to learn with a reduced number of neural networks by combining dimensions to generate combined tensor product grids.  We further show that for the special case of separable source functions  the Green's function can be constructed without multiplication of all tensor-train component neural networks leading to memory and computational efficiency. Using several Poisson equations we show that the proposed methods can  learn  with a collection of smaller neural networks compared to DecGreenNet to  efficiently parameterize solutions with faster training times and low errors.","Kishan Wimalawarne, Taiji Suzuki","~Kishan_Wimalawarne2, ~Taiji_Suzuki1","Green's function, high-dimensional PDE, neural networks, tensor-train, low-rank, tensor product grid","general machine learning (i.e., none of the above)",Submitted to ICLR 2024,2024,https://openreview.net/pdf?id=VqEE9i6jhE,https://openreview.net/forum?id=VqEE9i6jhE
